{'carton_id': 'P-334', 'container_id': 'U1', 'x': 65.0, 'y': 71.0, 'z': 51.0, 'DimX': 65.0, 'DimY': 99.0, 'DimZ': 54.0, 'weight': 103, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-160', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 108, 'DimY': 99, 'DimZ': 82, 'weight': 232, 'cost': 84, 'Priority': 'Economy'}
{'carton_id': 'P-52', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 104, 'DimY': 102, 'DimZ': 88, 'weight': 96, 'cost': 121, 'Priority': 'Economy'}
{'carton_id': 'P-377', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 105, 'DimY': 101, 'DimZ': 88, 'weight': 118, 'cost': 80, 'Priority': 'Economy'}
{'carton_id': 'P-143', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 106, 'DimY': 100, 'DimZ': 82, 'weight': 206, 'cost': 76, 'Priority': 'Economy'}
{'carton_id': 'P-376', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 101, 'DimY': 101, 'DimZ': 89, 'weight': 73, 'cost': 96, 'Priority': 'Economy'}
{'carton_id': 'P-390', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 106, 'DimY': 96, 'DimZ': 82, 'weight': 244, 'cost': 114, 'Priority': 'Economy'}
{'carton_id': 'P-359', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 101, 'DimY': 98, 'DimZ': 86, 'weight': 188, 'cost': 103, 'Priority': 'Economy'}
{'carton_id': 'P-114', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 104, 'DimY': 93, 'DimZ': 80, 'weight': 175, 'cost': 124, 'Priority': 'Economy'}
{'carton_id': 'P-388', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 99, 'DimY': 97, 'DimZ': 89, 'weight': 88, 'cost': 134, 'Priority': 'Economy'}
{'carton_id': 'P-235', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 105, 'DimY': 84, 'DimZ': 80, 'weight': 61, 'cost': 95, 'Priority': 'Economy'}
{'carton_id': 'P-110', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 100, 'DimY': 88, 'DimZ': 86, 'weight': 158, 'cost': 89, 'Priority': 'Economy'}
{'carton_id': 'P-287', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 99, 'DimY': 86, 'DimZ': 84, 'weight': 94, 'cost': 110, 'Priority': 'Economy'}
{'carton_id': 'P-306', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 91, 'DimY': 90, 'DimZ': 88, 'weight': 57, 'cost': 106, 'Priority': 'Economy'}
{'carton_id': 'P-173', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 92, 'DimY': 89, 'DimZ': 81, 'weight': 130, 'cost': 81, 'Priority': 'Economy'}
{'carton_id': 'P-138', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 89, 'DimY': 85, 'DimZ': 80, 'weight': 142, 'cost': 87, 'Priority': 'Economy'}
{'carton_id': 'P-21', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 105, 'DimY': 105, 'DimZ': 71, 'weight': 223, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-70', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 108, 'DimY': 101, 'DimZ': 77, 'weight': 158, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-316', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 105, 'DimY': 103, 'DimZ': 71, 'weight': 201, 'cost': 123, 'Priority': 'Economy'}
{'carton_id': 'P-237', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 101, 'DimY': 97, 'DimZ': 74, 'weight': 193, 'cost': 97, 'Priority': 'Economy'}
{'carton_id': 'P-368', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 99, 'DimY': 97, 'DimZ': 71, 'weight': 178, 'cost': 85, 'Priority': 'Economy'}
{'carton_id': 'P-55', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 95, 'DimY': 93, 'DimZ': 77, 'weight': 71, 'cost': 78, 'Priority': 'Economy'}
{'carton_id': 'P-318', 'container_id': '-1', 'x': 68, 'y': 180, 'z': 200, 'DimX': 99, 'DimY': 86, 'DimZ': 75, 'weight': 47, 'cost': 89, 'Priority': 'Economy'}
{'carton_id': 'P-95', 'container_id': '-1', 'x': 184, 'y': 0, 'z': 199, 'DimX': 91, 'DimY': 89, 'DimZ': 69, 'weight': 68, 'cost': 73, 'Priority': 'Economy'}
{'carton_id': 'P-301', 'container_id': '-1', 'x': 184, 'y': 0, 'z': 199, 'DimX': 72, 'DimY': 69, 'DimZ': 61, 'weight': 76, 'cost': 72, 'Priority': 'Economy'}
{'carton_id': 'P-328', 'container_id': '-1', 'x': 184, 'y': 0, 'z': 199, 'DimX': 82, 'DimY': 78, 'DimZ': 50, 'weight': 57, 'cost': 72, 'Priority': 'Economy'}
{'carton_id': 'P-13', 'container_id': '-1', 'x': 198, 'y': 127, 'z': 116, 'DimX': 94, 'DimY': 87, 'DimZ': 55, 'weight': 41, 'cost': 73, 'Priority': 'Economy'}
{'carton_id': 'P-251', 'container_id': '-1', 'x': 198, 'y': 127, 'z': 116, 'DimX': 106, 'DimY': 78, 'DimZ': 44, 'weight': 106, 'cost': 71, 'Priority': 'Economy'}
{'carton_id': 'P-30', 'container_id': '-1', 'x': 198, 'y': 140, 'z': 116, 'DimX': 102, 'DimY': 88, 'DimZ': 85, 'weight': 164, 'cost': 70, 'Priority': 'Economy'}
{'carton_id': 'P-121', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 108, 'DimY': 80, 'DimZ': 79, 'weight': 99, 'cost': 124, 'Priority': 'Economy'}
{'carton_id': 'P-201', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 106, 'DimY': 80, 'DimZ': 76, 'weight': 159, 'cost': 139, 'Priority': 'Economy'}
{'carton_id': 'P-101', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 102, 'DimY': 82, 'DimZ': 76, 'weight': 154, 'cost': 109, 'Priority': 'Economy'}
{'carton_id': 'P-33', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 90, 'DimY': 89, 'DimZ': 73, 'weight': 132, 'cost': 136, 'Priority': 'Economy'}
{'carton_id': 'P-131', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 82, 'DimY': 80, 'DimZ': 79, 'weight': 84, 'cost': 109, 'Priority': 'Economy'}
{'carton_id': 'P-240', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 101, 'DimY': 88, 'DimZ': 65, 'weight': 84, 'cost': 127, 'Priority': 'Economy'}
{'carton_id': 'P-175', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 96, 'DimY': 88, 'DimZ': 66, 'weight': 127, 'cost': 121, 'Priority': 'Economy'}
{'carton_id': 'P-229', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 104, 'DimY': 81, 'DimZ': 69, 'weight': 171, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-343', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 107, 'DimY': 77, 'DimZ': 67, 'weight': 98, 'cost': 130, 'Priority': 'Economy'}
{'carton_id': 'P-93', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 92, 'DimY': 88, 'DimZ': 68, 'weight': 100, 'cost': 133, 'Priority': 'Economy'}
{'carton_id': 'P-395', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 108, 'DimY': 73, 'DimZ': 60, 'weight': 112, 'cost': 107, 'Priority': 'Economy'}
{'carton_id': 'P-190', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 108, 'DimY': 101, 'DimZ': 52, 'weight': 143, 'cost': 128, 'Priority': 'Economy'}
{'carton_id': 'P-347', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 105, 'DimY': 102, 'DimZ': 53, 'weight': 96, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-137', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 110, 'DimY': 96, 'DimZ': 59, 'weight': 108, 'cost': 120, 'Priority': 'Economy'}
{'carton_id': 'P-61', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 109, 'DimY': 95, 'DimZ': 57, 'weight': 130, 'cost': 136, 'Priority': 'Economy'}
{'carton_id': 'P-267', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 98, 'DimY': 97, 'DimZ': 54, 'weight': 130, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-43', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 108, 'DimY': 86, 'DimZ': 51, 'weight': 87, 'cost': 109, 'Priority': 'Economy'}
{'carton_id': 'P-312', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 97, 'DimY': 90, 'DimZ': 56, 'weight': 121, 'cost': 120, 'Priority': 'Economy'}
{'carton_id': 'P-144', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 106, 'DimY': 72, 'DimZ': 59, 'weight': 120, 'cost': 111, 'Priority': 'Economy'}
{'carton_id': 'P-174', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 107, 'DimY': 101, 'DimZ': 47, 'weight': 107, 'cost': 127, 'Priority': 'Economy'}
{'carton_id': 'P-115', 'container_id': '-1', 'x': 200, 'y': 269, 'z': 36, 'DimX': 105, 'DimY': 102, 'DimZ': 46, 'weight': 112, 'cost': 105, 'Priority': 'Economy'}
{'carton_id': 'P-262', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 109, 'DimY': 103, 'DimZ': 92, 'weight': 99, 'cost': 65, 'Priority': 'Economy'}
{'carton_id': 'P-223', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 109, 'DimY': 92, 'DimZ': 83, 'weight': 145, 'cost': 66, 'Priority': 'Economy'}
{'carton_id': 'P-18', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 101, 'DimY': 95, 'DimZ': 68, 'weight': 96, 'cost': 65, 'Priority': 'Economy'}
{'carton_id': 'P-309', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 104, 'DimY': 91, 'DimZ': 60, 'weight': 135, 'cost': 66, 'Priority': 'Economy'}
{'carton_id': 'P-292', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 100, 'DimY': 93, 'DimZ': 63, 'weight': 46, 'cost': 66, 'Priority': 'Economy'}
{'carton_id': 'P-161', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 97, 'DimY': 78, 'DimZ': 62, 'weight': 127, 'cost': 67, 'Priority': 'Economy'}
{'carton_id': 'P-127', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 78, 'DimY': 71, 'DimZ': 67, 'weight': 79, 'cost': 66, 'Priority': 'Economy'}
{'carton_id': 'P-47', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 104, 'DimY': 86, 'DimZ': 58, 'weight': 149, 'cost': 67, 'Priority': 'Economy'}
{'carton_id': 'P-24', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 109, 'DimY': 81, 'DimZ': 55, 'weight': 123, 'cost': 69, 'Priority': 'Economy'}
{'carton_id': 'P-245', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 105, 'DimY': 80, 'DimZ': 53, 'weight': 61, 'cost': 67, 'Priority': 'Economy'}
{'carton_id': 'P-51', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 97, 'DimY': 86, 'DimZ': 57, 'weight': 65, 'cost': 67, 'Priority': 'Economy'}
{'carton_id': 'P-67', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 101, 'DimY': 76, 'DimZ': 57, 'weight': 34, 'cost': 65, 'Priority': 'Economy'}
{'carton_id': 'P-96', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 84, 'DimY': 65, 'DimZ': 50, 'weight': 40, 'cost': 68, 'Priority': 'Economy'}
{'carton_id': 'P-370', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 106, 'DimY': 100, 'DimZ': 47, 'weight': 95, 'cost': 68, 'Priority': 'Economy'}
{'carton_id': 'P-210', 'container_id': '-1', 'x': 201, 'y': 47, 'z': 95, 'DimX': 93, 'DimY': 88, 'DimZ': 45, 'weight': 64, 'cost': 67, 'Priority': 'Economy'}
{'carton_id': 'P-372', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 110, 'DimY': 84, 'DimZ': 79, 'weight': 182, 'cost': 96, 'Priority': 'Economy'}
{'carton_id': 'P-184', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 96, 'DimY': 88, 'DimZ': 74, 'weight': 129, 'cost': 84, 'Priority': 'Economy'}
{'carton_id': 'P-7', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 93, 'DimY': 88, 'DimZ': 78, 'weight': 117, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-321', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 98, 'DimY': 78, 'DimZ': 71, 'weight': 92, 'cost': 91, 'Priority': 'Economy'}
{'carton_id': 'P-286', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 93, 'DimY': 75, 'DimZ': 73, 'weight': 133, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-239', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 85, 'DimY': 79, 'DimZ': 71, 'weight': 94, 'cost': 93, 'Priority': 'Economy'}
{'carton_id': 'P-200', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 83, 'DimY': 74, 'DimZ': 74, 'weight': 81, 'cost': 95, 'Priority': 'Economy'}
{'carton_id': 'P-100', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 100, 'DimY': 87, 'DimZ': 62, 'weight': 104, 'cost': 79, 'Priority': 'Economy'}
{'carton_id': 'P-268', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 100, 'DimY': 84, 'DimZ': 63, 'weight': 99, 'cost': 95, 'Priority': 'Economy'}
{'carton_id': 'P-178', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 96, 'DimY': 78, 'DimZ': 69, 'weight': 97, 'cost': 98, 'Priority': 'Economy'}
{'carton_id': 'P-56', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 109, 'DimY': 68, 'DimZ': 65, 'weight': 77, 'cost': 85, 'Priority': 'Economy'}
{'carton_id': 'P-302', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 106, 'DimY': 65, 'DimZ': 64, 'weight': 98, 'cost': 84, 'Priority': 'Economy'}
{'carton_id': 'P-362', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 86, 'DimY': 75, 'DimZ': 61, 'weight': 99, 'cost': 92, 'Priority': 'Economy'}
{'carton_id': 'P-256', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 92, 'DimY': 66, 'DimZ': 64, 'weight': 117, 'cost': 99, 'Priority': 'Economy'}
{'carton_id': 'P-35', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 83, 'DimY': 72, 'DimZ': 63, 'weight': 96, 'cost': 103, 'Priority': 'Economy'}
{'carton_id': 'P-342', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 78, 'DimY': 66, 'DimZ': 63, 'weight': 83, 'cost': 85, 'Priority': 'Economy'}
{'carton_id': 'P-204', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 103, 'DimY': 88, 'DimZ': 55, 'weight': 150, 'cost': 101, 'Priority': 'Economy'}
{'carton_id': 'P-279', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 99, 'DimY': 85, 'DimZ': 52, 'weight': 118, 'cost': 101, 'Priority': 'Economy'}
{'carton_id': 'P-344', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 92, 'DimY': 89, 'DimZ': 55, 'weight': 111, 'cost': 95, 'Priority': 'Economy'}
{'carton_id': 'P-250', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 102, 'DimY': 65, 'DimZ': 59, 'weight': 105, 'cost': 89, 'Priority': 'Economy'}
{'carton_id': 'P-303', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 106, 'DimY': 62, 'DimZ': 57, 'weight': 75, 'cost': 85, 'Priority': 'Economy'}
{'carton_id': 'P-113', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 86, 'DimY': 75, 'DimZ': 55, 'weight': 88, 'cost': 87, 'Priority': 'Economy'}
{'carton_id': 'P-293', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 104, 'DimY': 56, 'DimZ': 56, 'weight': 78, 'cost': 81, 'Priority': 'Economy'}
{'carton_id': 'P-253', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 99, 'DimY': 91, 'DimZ': 49, 'weight': 99, 'cost': 98, 'Priority': 'Economy'}
{'carton_id': 'P-155', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 95, 'DimY': 87, 'DimZ': 47, 'weight': 95, 'cost': 99, 'Priority': 'Economy'}
{'carton_id': 'P-108', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 109, 'DimY': 70, 'DimZ': 47, 'weight': 95, 'cost': 90, 'Priority': 'Economy'}
{'carton_id': 'P-149', 'container_id': '-1', 'x': 204, 'y': 145, 'z': 26, 'DimX': 104, 'DimY': 63, 'DimZ': 45, 'weight': 76, 'cost': 84, 'Priority': 'Economy'}
{'carton_id': 'P-385', 'container_id': 'U3', 'x': 0, 'y': 132, 'z': 179, 'DimX': 40, 'DimY': 48, 'DimZ': 64, 'weight': 23, 'cost': 113, 'Priority': 'Economy'}
{'carton_id': 'P-123', 'container_id': 'U3', 'x': 0, 'y': 219, 'z': 132, 'DimX': 43, 'DimY': 62, 'DimZ': 40, 'weight': 7, 'cost': 75, 'Priority': 'Economy'}
{'carton_id': 'P-194', 'container_id': 'U3', 'x': 0, 'y': 263, 'z': 0, 'DimX': 109, 'DimY': 48, 'DimZ': 71, 'weight': 97, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-150', 'container_id': 'U3', 'x': 1, 'y': 219, 'z': 74, 'DimX': 42, 'DimY': 54, 'DimZ': 58, 'weight': 12, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-49', 'container_id': 'U3', 'x': 2, 'y': 180, 'z': 174, 'DimX': 40, 'DimY': 100, 'DimZ': 69, 'weight': 55, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-109', 'container_id': 'U3', 'x': 4, 'y': 74, 'z': 81, 'DimX': 44, 'DimY': 79, 'DimZ': 98, 'weight': 53, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-37', 'container_id': 'U3', 'x': 5, 'y': 145, 'z': 2, 'DimX': 51, 'DimY': 59, 'DimZ': 76, 'weight': 33, 'cost': 131, 'Priority': 'Economy'}
{'carton_id': 'P-352', 'container_id': 'U3', 'x': 5, 'y': 153, 'z': 78, 'DimX': 43, 'DimY': 66, 'DimZ': 89, 'weight': 32, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-257', 'container_id': 'U3', 'x': 5, 'y': 204, 'z': 7, 'DimX': 51, 'DimY': 54, 'DimZ': 67, 'weight': 40, 'cost': 103, 'Priority': 'Economy'}
{'carton_id': 'P-212', 'container_id': 'U3', 'x': 8, 'y': 0, 'z': 95, 'DimX': 48, 'DimY': 74, 'DimZ': 105, 'weight': 96, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-46', 'container_id': 'U3', 'x': 9, 'y': 0, 'z': 1, 'DimX': 62, 'DimY': 71, 'DimZ': 94, 'weight': 39, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-393', 'container_id': 'U3', 'x': 9, 'y': 0, 'z': 200, 'DimX': 47, 'DimY': 65, 'DimZ': 44, 'weight': 23, 'cost': 133, 'Priority': 'Economy'}
{'carton_id': 'P-265', 'container_id': 'U3', 'x': 9, 'y': 74, 'z': 179, 'DimX': 47, 'DimY': 58, 'DimZ': 60, 'weight': 37, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-217', 'container_id': 'U3', 'x': 13, 'y': 71, 'z': 3, 'DimX': 72, 'DimY': 74, 'DimZ': 78, 'weight': 97, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-289', 'container_id': 'U3', 'x': 42, 'y': 247, 'z': 174, 'DimX': 43, 'DimY': 66, 'DimZ': 70, 'weight': 28, 'cost': 79, 'Priority': 'Economy'}
{'carton_id': 'P-185', 'container_id': 'U3', 'x': 43, 'y': 248, 'z': 74, 'DimX': 42, 'DimY': 67, 'DimZ': 100, 'weight': 52, 'cost': 133, 'Priority': 'Economy'}
{'carton_id': 'P-206', 'container_id': 'U3', 'x': 48, 'y': 132, 'z': 165, 'DimX': 41, 'DimY': 47, 'DimZ': 60, 'weight': 29, 'cost': 85, 'Priority': 'Economy'}
{'carton_id': 'P-25', 'container_id': 'U3', 'x': 48, 'y': 136, 'z': 88, 'DimX': 44, 'DimY': 53, 'DimZ': 77, 'weight': 37, 'cost': 108, 'Priority': 'Economy'}
{'carton_id': 'P-310', 'container_id': 'U3', 'x': 48, 'y': 189, 'z': 78, 'DimX': 43, 'DimY': 59, 'DimZ': 65, 'weight': 15, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-327', 'container_id': 'U3', 'x': 48, 'y': 189, 'z': 143, 'DimX': 44, 'DimY': 58, 'DimZ': 96, 'weight': 18, 'cost': 119, 'Priority': 'Economy'}
{'carton_id': 'P-199', 'container_id': 'U3', 'x': 56, 'y': 0, 'z': 113, 'DimX': 58, 'DimY': 67, 'DimZ': 73, 'weight': 59, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-92', 'container_id': 'U3', 'x': 56, 'y': 0, 'z': 186, 'DimX': 58, 'DimY': 65, 'DimZ': 58, 'weight': 59, 'cost': 138, 'Priority': 'Economy'}
{'carton_id': 'P-50', 'container_id': 'U3', 'x': 56, 'y': 67, 'z': 158, 'DimX': 104, 'DimY': 64, 'DimZ': 73, 'weight': 75, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-270', 'container_id': 'U3', 'x': 56, 'y': 148, 'z': 8, 'DimX': 47, 'DimY': 52, 'DimZ': 70, 'weight': 12, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-86', 'container_id': 'U3', 'x': 56, 'y': 200, 'z': 9, 'DimX': 41, 'DimY': 63, 'DimZ': 65, 'weight': 50, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-284', 'container_id': 'U3', 'x': 71, 'y': 0, 'z': 3, 'DimX': 52, 'DimY': 70, 'DimZ': 110, 'weight': 86, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-353', 'container_id': 'U3', 'x': 71, 'y': 70, 'z': 88, 'DimX': 61, 'DimY': 66, 'DimZ': 70, 'weight': 33, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-187', 'container_id': 'U3', 'x': 85, 'y': 70, 'z': 4, 'DimX': 54, 'DimY': 78, 'DimZ': 84, 'weight': 97, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-65', 'container_id': 'U3', 'x': 85, 'y': 262, 'z': 131, 'DimX': 78, 'DimY': 50, 'DimZ': 110, 'weight': 56, 'cost': 121, 'Priority': 'Economy'}
{'carton_id': 'P-378', 'container_id': 'U3', 'x': 91, 'y': 202, 'z': 78, 'DimX': 59, 'DimY': 89, 'DimZ': 53, 'weight': 61, 'cost': 131, 'Priority': 'Economy'}
{'carton_id': 'P-69', 'container_id': 'U3', 'x': 92, 'y': 131, 'z': 190, 'DimX': 47, 'DimY': 84, 'DimZ': 54, 'weight': 57, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-136', 'container_id': 'U3', 'x': 92, 'y': 136, 'z': 88, 'DimX': 47, 'DimY': 66, 'DimZ': 102, 'weight': 36, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-205', 'container_id': 'U3', 'x': 92, 'y': 215, 'z': 131, 'DimX': 40, 'DimY': 47, 'DimZ': 109, 'weight': 24, 'cost': 107, 'Priority': 'Economy'}
{'carton_id': 'P-226', 'container_id': 'U3', 'x': 103, 'y': 148, 'z': 4, 'DimX': 60, 'DimY': 72, 'DimZ': 74, 'weight': 27, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-371', 'container_id': 'U3', 'x': 109, 'y': 220, 'z': 11, 'DimX': 48, 'DimY': 91, 'DimZ': 52, 'weight': 50, 'cost': 106, 'Priority': 'Economy'}
{'carton_id': 'P-15', 'container_id': 'U3', 'x': 114, 'y': 0, 'z': 158, 'DimX': 49, 'DimY': 60, 'DimZ': 84, 'weight': 57, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-112', 'container_id': 'U3', 'x': 123, 'y': 0, 'z': 2, 'DimX': 63, 'DimY': 67, 'DimZ': 79, 'weight': 20, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-248', 'container_id': 'U3', 'x': 123, 'y': 0, 'z': 81, 'DimX': 52, 'DimY': 67, 'DimZ': 77, 'weight': 70, 'cost': 139, 'Priority': 'Economy'}
{'carton_id': 'P-275', 'container_id': 'U3', 'x': 139, 'y': 67, 'z': 1, 'DimX': 45, 'DimY': 74, 'DimZ': 77, 'weight': 31, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-272', 'container_id': 'U3', 'x': 139, 'y': 67, 'z': 78, 'DimX': 40, 'DimY': 64, 'DimZ': 75, 'weight': 54, 'cost': 133, 'Priority': 'Economy'}
{'carton_id': 'P-117', 'container_id': 'U3', 'x': 139, 'y': 131, 'z': 78, 'DimX': 49, 'DimY': 52, 'DimZ': 65, 'weight': 33, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-277', 'container_id': 'U3', 'x': 139, 'y': 131, 'z': 143, 'DimX': 105, 'DimY': 108, 'DimZ': 54, 'weight': 93, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-387', 'container_id': 'U3', 'x': 139, 'y': 131, 'z': 197, 'DimX': 42, 'DimY': 96, 'DimZ': 47, 'weight': 37, 'cost': 140, 'Priority': 'Economy'}
{'carton_id': 'P-357', 'container_id': 'U3', 'x': 150, 'y': 226, 'z': 63, 'DimX': 40, 'DimY': 56, 'DimZ': 58, 'weight': 15, 'cost': 110, 'Priority': 'Economy'}
